Year,LocationAbbr,LocationDesc,DataSource,Category,Indicator,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Number,WeightedNumber,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,CategoryID,IndicatorID,LocationID,ResponseID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2
2021,OK,Oklahoma,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,8,8,,,6.9,9.2,342,165568,Disability Type,Independent Living Disability,,,DISEST,RACEIND,40,RACE01,AGEADJPREV,DISTYPE,INDDIS,,
2021,HHS9,HHS Region 9,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,6.8,6.8,,,6.1,7.5,1648,2387459,Disability Type,Independent Living Disability,,,DISEST,VETIND,88,VET2,AGEADJPREV,DISTYPE,INDDIS,,
2021,DC,District of Columbia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Self-care Disability,,,DISEST,RACEIND,11,RACE04,AGEADJPREV,DISTYPE,SELFDIS,,
2021,AL,Alabama,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,34.4,34.4,,,31.5,37.4,592,312476,Disability Type,Mobility Disability,,,DISEST,AGEIND,1,AGE03,PREV,DISTYPE,MOBDIS,,
2021,HHS4,HHS Region 4,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,6.5,6.5,,,4.9,8.6,90,115103,Disability Type,Independent Living Disability,,,DISEST,RACEIND,83,RACE03,AGEADJPREV,DISTYPE,INDDIS,,
2021,OH,Ohio,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,11.6,11.6,,,10.7,12.7,989,553259,Disability Type,Mobility Disability,,,DISEST,SEXIND,39,SEX01,AGEADJPREV,DISTYPE,MOBDIS,,
2021,HHS7,HHS Region 7,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,25.9,25.9,,,24.9,26.8,7093,1402014,Disability Status,Any Disability,,,DISEST,SEXIND,86,SEX01,AGEADJPREV,DISSTAT,DISABL,,
2021,VA,Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Cognitive Disability,,,DISEST,RACEIND,51,RACE05,AGEADJPREV,DISTYPE,COGDIS,,
2021,NY,New York,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,4.8,4.8,,,4.4,5.2,2488,526118,Disability Type,Hearing Disability,,,DISEST,RACEIND,36,RACE01,AGEADJPREV,DISTYPE,HEARDIS,,
2021,HHS3,HHS Region 3,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,14.1,14.1,,,11.4,17.2,184,52483,Disability Type,Mobility Disability,,,DISEST,RACEIND,82,RACE04,AGEADJPREV,DISTYPE,MOBDIS,,
2021,MI,Michigan,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,9.6,9.6,,,7.2,12.6,175,106663,Disability Type,Hearing Disability,,,DISEST,VETIND,26,VET1,AGEADJPREV,DISTYPE,HEARDIS,,
2021,NY,New York,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,28.3,28.3,,,26,30.6,829,575135,Disability Status,Any Disability,,,DISEST,RACEIND,36,RACE02,AGEADJPREV,DISSTAT,DISABL,,
2021,US,"United States, DC & Territories",BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,3.6,3.6,,,3.4,3.7,14202,7981990,Disability Type,Self-care Disability,,,DISEST,VETIND,59,VET2,AGEADJPREV,DISTYPE,SELFDIS,,
2021,AZ,Arizona,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,6.6,6.6,,,3.9,10.9,26,5762,Disability Type,Hearing Disability,,,DISEST,RACEIND,4,RACE04,AGEADJPREV,DISTYPE,HEARDIS,,
2021,MS,Mississippi,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,10,10,,,8.2,12.1,126,69785,Disability Type,Self-care Disability,,,DISEST,AGEIND,28,AGE02,PREV,DISTYPE,SELFDIS,,
2021,IL,Illinois,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Status,Any Disability,,,DISEST,RACEIND,17,RACE06,AGEADJPREV,DISSTAT,DISABL,,
2021,OK,Oklahoma,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,10.6,10.6,,,8.9,12.6,169,93806,Disability Type,Independent Living Disability,,,DISEST,AGEIND,40,AGE02,PREV,DISTYPE,INDDIS,,
2021,TX,Texas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,70.1,70.1,,,67.7,72.4,3446,7343287,Disability Status,No Disability,,,DISEST,SEXIND,48,SEX02,AGEADJPREV,DISSTAT,NODIS,,
2021,PA,Pennsylvania,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,6.8,6.8,,,5.8,7.9,297,530338,Disability Type,Independent Living Disability,,,DISEST,RACEIND,42,RACE01,AGEADJPREV,DISTYPE,INDDIS,,
2021,GU,Guam,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,25.9,25.9,,,20.1,32.7,119,7153,Disability Status,Any Disability,,,DISEST,RACEIND,66,RACE05,AGEADJPREV,DISSTAT,DISABL,,
2021,LA,Louisiana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Hearing Disability,,,DISEST,RACEIND,22,RACE06,AGEADJPREV,DISTYPE,HEARDIS,,
2021,HHS6,HHS Region 6,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,14.4,14.4,,,13.2,15.6,2460,1996817,Disability Type,Cognitive Disability,,,DISEST,RACEIND,85,RACE01,AGEADJPREV,DISTYPE,COGDIS,,
2021,SD,South Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Status,No Disability,,,DISEST,RACEIND,46,RACE06,AGEADJPREV,DISSTAT,NODIS,,
2021,ME,Maine,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,6.1,6.1,,,4.9,7.4,161,25363,Disability Type,Mobility Disability,,,DISEST,AGEIND,23,AGE01,PREV,DISTYPE,MOBDIS,,
2021,AR,Arkansas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,37,37,,,30.6,43.9,382,117217,Disability Status,Any Disability,,,DISEST,VETIND,5,VET1,AGEADJPREV,DISSTAT,DISABL,,
2021,AL,Alabama,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,7,7,,,5.7,8.6,127,64033,Disability Type,Vision Disability,,,DISEST,AGEIND,1,AGE03,PREV,DISTYPE,VISDIS,,
2021,NY,New York,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,35.6,35.6,,,27.8,44.2,113,14944,Disability Status,Any Disability,,,DISEST,RACEIND,36,RACE07,AGEADJPREV,DISSTAT,DISABL,,
2021,ND,North Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Vision Disability,,,DISEST,RACEIND,38,RACE06,AGEADJPREV,DISTYPE,VISDIS,,
2021,HHS8,HHS Region 8,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Hearing Disability,,,DISEST,RACEIND,87,RACE06,AGEADJPREV,DISTYPE,HEARDIS,,
2021,AL,Alabama,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,52.2,52.2,,,49,55.4,902,471653,Disability Status,No Disability,,,DISEST,AGEIND,1,AGE03,PREV,DISSTAT,NODIS,,
2021,KY,Kentucky,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Self-care Disability,,,DISEST,RACEIND,21,RACE02,AGEADJPREV,DISTYPE,SELFDIS,,
2021,VI,U.S. Virgin Islands,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Independent Living Disability,,,DISEST,RACEIND,78,RACE03,AGEADJPREV,DISTYPE,INDDIS,,
2021,IA,Iowa,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Status,No Disability,,,DISEST,RACEIND,19,RACE06,AGEADJPREV,DISSTAT,NODIS,,
2021,HHS7,HHS Region 7,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,82.6,82.6,,,76,87.7,425,178965,Disability Status,No Disability,,,DISEST,RACEIND,86,RACE05,AGEADJPREV,DISSTAT,NODIS,,
2021,UT,Utah,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,7.3,7.3,,,6.6,8.2,502,80493,Disability Type,Hearing Disability,,,DISEST,SEXIND,49,SEX01,AGEADJPREV,DISTYPE,HEARDIS,,
2021,MD,Maryland,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,2,2,,,1.7,2.4,215,47283,Disability Type,Self-care Disability,,,DISEST,SEXIND,24,SEX01,AGEADJPREV,DISTYPE,SELFDIS,,
2021,AL,Alabama,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,6.6,6.6,,,5.2,8.4,105,60201,Disability Type,Self-care Disability,,,DISEST,AGEIND,1,AGE03,PREV,DISTYPE,SELFDIS,,
2021,WY,Wyoming,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,6.4,6.4,,,5.2,7.9,239,24246,Disability Type,Independent Living Disability,,,DISEST,VETIND,56,VET2,AGEADJPREV,DISTYPE,INDDIS,,
2021,VT,Vermont,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,76.1,76.1,,,73.7,78.4,1865,124106,Disability Status,No Disability,,,DISEST,AGEIND,50,AGE02,PREV,DISSTAT,NODIS,,
2021,HHS2,HHS Region 2,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,14.9,14.9,,,13.6,16.4,795,478142,Disability Type,Mobility Disability,,,DISEST,RACEIND,81,RACE02,AGEADJPREV,DISTYPE,MOBDIS,,
2021,US,"United States, DC & Territories",BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,7,7,,,5,9.7,125,31823,Disability Type,Independent Living Disability,,,DISEST,RACEIND,59,RACE06,AGEADJPREV,DISTYPE,INDDIS,,
2021,MD,Maryland,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Hearing Disability,,,DISEST,RACEIND,24,RACE06,AGEADJPREV,DISTYPE,HEARDIS,,
2021,HHS5,HHS Region 5,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,6,6,,,5.5,6.6,1156,777652,Disability Type,Hearing Disability,,,DISEST,AGEIND,84,AGE02,PREV,DISTYPE,HEARDIS,,
2021,TN,Tennessee,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,5.2,5.2,,,4.2,6.4,145,152114,Disability Type,Self-care Disability,,,DISEST,SEXIND,47,SEX02,AGEADJPREV,DISTYPE,SELFDIS,,
2021,OK,Oklahoma,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,9.5,9.5,,,8.4,10.8,502,223419,Disability Type,Hearing Disability,,,DISEST,RACEIND,40,RACE01,AGEADJPREV,DISTYPE,HEARDIS,,
2021,LA,Louisiana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Status,No Disability,,,DISEST,RACEIND,22,RACE07,AGEADJPREV,DISSTAT,NODIS,,
2021,ND,North Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,68.8,68.8,,,56.8,78.7,66,6875,Disability Status,No Disability,,,DISEST,RACEIND,38,RACE04,AGEADJPREV,DISSTAT,NODIS,,
2021,AL,Alabama,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,47.8,47.8,,,44.6,51,808,431321,Disability Status,Any Disability,,,DISEST,AGEIND,1,AGE03,PREV,DISSTAT,DISABL,,
2021,HHS2,HHS Region 2,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,3.4,3.4,,,2.3,4.9,41,61921,Disability Type,Hearing Disability,,,DISEST,RACEIND,81,RACE05,AGEADJPREV,DISTYPE,HEARDIS,,
2021,OH,Ohio,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,2.4,2.4,,,1.8,3.2,97,93564,Disability Type,Hearing Disability,,,DISEST,AGEIND,39,AGE01,PREV,DISTYPE,HEARDIS,,
2021,UT,Utah,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,5.4,5.4,,,3.4,8.5,57,9559,Disability Type,Independent Living Disability,,,DISEST,VETIND,49,VET1,AGEADJPREV,DISTYPE,INDDIS,,
2021,MD,Maryland,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,2.7,2.7,,,1.9,3.8,83,19151,Disability Type,Vision Disability,,,DISEST,VETIND,24,VET1,AGEADJPREV,DISTYPE,VISDIS,,
2021,AL,Alabama,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,20,20,,,17.4,22.9,311,197180,Disability Type,Mobility Disability,,,DISEST,RACEIND,1,RACE02,AGEADJPREV,DISTYPE,MOBDIS,,
2021,AL,Alabama,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,8.6,8.6,,,7.3,10.1,284,237427,Disability Type,Independent Living Disability,,,DISEST,RACEIND,1,RACE01,AGEADJPREV,DISTYPE,INDDIS,,
2021,CA,California,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,5.1,5.1,,,4.1,6.2,168,793027,Disability Type,Vision Disability,,,DISEST,SEXIND,6,SEX02,AGEADJPREV,DISTYPE,VISDIS,,
2021,IL,Illinois,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,37.4,37.4,,,25.1,51.6,27,43463,Disability Status,Any Disability,,,DISEST,RACEIND,17,RACE04,AGEADJPREV,DISSTAT,DISABL,,
2021,AR,Arkansas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,11,11,,,9.2,13.2,161,74829,Disability Type,Independent Living Disability,,,DISEST,AGEIND,5,AGE02,PREV,DISTYPE,INDDIS,,
2021,VI,U.S. Virgin Islands,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,82.5,82.5,,,75,88.2,294,27768,Disability Status,No Disability,,,DISEST,AGEIND,78,AGE01,PREV,DISSTAT,NODIS,,
2021,AL,Alabama,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,15.5,15.5,,,13.1,18.2,237,140815,Disability Type,Hearing Disability,,,DISEST,AGEIND,1,AGE03,PREV,DISTYPE,HEARDIS,,
2021,MT,Montana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Status,Any Disability,,,DISEST,RACEIND,30,RACE06,AGEADJPREV,DISSTAT,DISABL,,
2021,RI,Rhode Island,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,74.6,74.6,,,72.8,76.3,3516,561687,Disability Status,No Disability,,,DISEST,VETIND,44,VET2,AGEADJPREV,DISSTAT,NODIS,,
2021,PR,Puerto Rico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,16,16,,,14.5,17.6,679,477996,Disability Type,Vision Disability,,,DISEST,RACEIND,72,RACE03,AGEADJPREV,DISTYPE,VISDIS,,
2021,SD,South Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,2.9,2.9,,,2.3,3.7,308,18487,Disability Type,Vision Disability,,,DISEST,VETIND,46,VET2,AGEADJPREV,DISTYPE,VISDIS,,
2021,AL,Alabama,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,13,13,,,11.1,15.2,214,117951,Disability Type,Independent Living Disability,,,DISEST,AGEIND,1,AGE03,PREV,DISTYPE,INDDIS,,
2021,VA,Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,75.3,75.3,,,73.7,76.8,4852,2882868,Disability Status,No Disability,,,DISEST,RACEIND,51,RACE01,AGEADJPREV,DISSTAT,NODIS,,
2021,UT,Utah,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,30.9,30.9,,,27.2,34.8,269,86686,Disability Status,Any Disability,,,DISEST,RACEIND,49,RACE03,AGEADJPREV,DISSTAT,DISABL,,
